repo,workflow,risk_type,priority,evidence,recommendation
opencode,.github/workflows/nix-hashes.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/nix-hashes.yml,unpinned_action,P1,Accion no fijada por SHA: nixbuild/nix-quick-install-action@v34.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/nix-hashes.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/nix-hashes.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/nix-hashes.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-git-committer.,Fijar la accion por SHA completo.
opencode,.github/workflows/nix-hashes.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/notify-discord.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/notify-discord.yml,unpinned_action,P1,Accion no fijada por SHA: SethCohen/github-releases-to-discord@v1.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/opencode.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/opencode.yml,write_permission,P0,El workflow declara id-token: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/opencode.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/opencode.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/opencode.yml,unpinned_action,P1,Accion no fijada por SHA: anomalyco/opencode/github@latest.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/pr-management.yml,pull_request_target,P0,El workflow usa pull_request_target.,Evitar pull_request_target para codigo de PR externo o aislarlo sin checkout de codigo no confiable.
opencode,.github/workflows/pr-management.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/pr-management.yml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/pr-management.yml,write_permission,P1,El workflow declara issues: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/pr-management.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/pr-management.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/pr-management.yml,unpinned_action,P2,Accion no fijada por SHA: actions/github-script@v8.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/pr-standards.yml,pull_request_target,P0,El workflow usa pull_request_target.,Evitar pull_request_target para codigo de PR externo o aislarlo sin checkout de codigo no confiable.
opencode,.github/workflows/pr-standards.yml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/pr-standards.yml,unpinned_action,P2,Accion no fijada por SHA: actions/github-script@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/pr-standards.yml,unpinned_action,P2,Accion no fijada por SHA: actions/github-script@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish-github-action.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/publish-github-action.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish-vscode.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/publish-vscode.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/publish-vscode.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish-vscode.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/publish.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/publish.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/publish.yml,write_permission,P1,El workflow declara packages: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/publish.yml,write_permission,P0,El workflow declara id-token: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/publish.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-git-committer.,Fijar la accion por SHA completo.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/publish.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-git-committer.,Fijar la accion por SHA completo.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-git-committer.,Fijar la accion por SHA completo.
opencode,.github/workflows/publish.yml,unpinned_action,P1,Accion no fijada por SHA: azure/login@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P1,Accion no fijada por SHA: azure/artifact-signing-action@v1.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P1,Accion no fijada por SHA: apple-actions/import-codesign-certs@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/publish.yml,unpinned_action,P1,Accion no fijada por SHA: azure/login@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/cache@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-git-committer.,Fijar la accion por SHA completo.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/publish.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-qemu-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-buildx-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/publish.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-git-committer.,Fijar la accion por SHA completo.
opencode,.github/workflows/publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/cache@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/release-github-action.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/release-github-action.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/review.yml,pull_request_target,P0,El workflow usa pull_request_target.,Evitar pull_request_target para codigo de PR externo o aislarlo sin checkout de codigo no confiable.
opencode,.github/workflows/review.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/review.yml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/review.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/review.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/stats.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/stats.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/stats.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/stats.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/storybook.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/storybook.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/sync-zed-extension.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/sync-zed-extension.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/sync-zed-extension.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/test.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/test.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/cache@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/test.yml,unpinned_action,P1,Accion no fijada por SHA: mikepenz/action-junit-report@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/test.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/cache@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/triage.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/triage.yml,write_permission,P1,El workflow declara issues: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/triage.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/triage.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/typecheck.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/typecheck.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
qBittorrent,.github/workflows/ci_file_health.yaml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
qBittorrent,.github/workflows/ci_file_health.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_file_health.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-python@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_file_health.yaml,unpinned_action,P1,Accion no fijada por SHA: j178/prek-action@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_file_health.yaml,unpinned_action,P1,Accion no fijada por SHA: github/codeql-action/upload-sarif@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_macos.yaml,write_permission,P1,El workflow declara actions: write.,Justificar el permiso y limitarlo al job que lo necesita.
qBittorrent,.github/workflows/ci_macos.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_macos.yaml,unpinned_action,P1,Accion no fijada por SHA: nick-fields/retry@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_macos.yaml,unpinned_action,P1,Accion no fijada por SHA: Chocobo1/setup-ccache-action@v1.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_macos.yaml,unpinned_action,P1,Accion no fijada por SHA: jurplel/install-qt-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_macos.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_python.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_python.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-python@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_python.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-python@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_ubuntu.yaml,write_permission,P1,El workflow declara actions: write.,Justificar el permiso y limitarlo al job que lo necesita.
qBittorrent,.github/workflows/ci_ubuntu.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_ubuntu.yaml,unpinned_action,P1,Accion no fijada por SHA: Chocobo1/setup-ccache-action@v1.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_ubuntu.yaml,unpinned_action,P1,Accion no fijada por SHA: jurplel/install-qt-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_ubuntu.yaml,unpinned_action,P1,Accion no fijada por SHA: github/codeql-action/init@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_ubuntu.yaml,unpinned_action,P1,Accion no fijada por SHA: github/codeql-action/analyze@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_ubuntu.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_webui.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_webui.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_webui.yaml,unpinned_action,P1,Accion no fijada por SHA: github/codeql-action/init@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_webui.yaml,unpinned_action,P1,Accion no fijada por SHA: github/codeql-action/analyze@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_windows.yaml,write_permission,P1,El workflow declara actions: write.,Justificar el permiso y limitarlo al job que lo necesita.
qBittorrent,.github/workflows/ci_windows.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_windows.yaml,unpinned_action,P1,Accion no fijada por SHA: TheMrMilchmann/setup-msvc-dev@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_windows.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/github-script@v9.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_windows.yaml,unpinned_action,P1,Accion no fijada por SHA: jurplel/install-qt-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_windows.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/ci_windows.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/coverity-scan.yaml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
qBittorrent,.github/workflows/coverity-scan.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/coverity-scan.yaml,unpinned_action,P1,Accion no fijada por SHA: jurplel/install-qt-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
qBittorrent,.github/workflows/stale_bot.yaml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
qBittorrent,.github/workflows/stale_bot.yaml,unpinned_action,P2,Accion no fijada por SHA: actions/stale@v10.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
